px_true,py_true,vx_true,vy_true,yaw_true,px_estimate,py_estimate,vx_estimate,vy_estimate,yaw_estimate,Sensor Type,NIS
7.3309,0.8754,5.1185,0.6181,0.1202,7.3073,0.8201,5.1091,0.4188,0.0818,L,2.8156
7.5867,0.9074,5.1095,0.6645,0.1293,7.5930,0.8333,5.1608,0.4158,0.0804,R,4.0372
7.8420,0.9419,5.0997,0.7125,0.1388,7.8463,0.8073,5.1645,0.2858,0.0553,L,0.6126
8.0968,0.9788,5.0891,0.7619,0.1486,8.1003,0.8246,5.1373,0.2932,0.0570,R,2.7615
8.3511,1.0181,5.0777,0.8128,0.1587,8.3419,0.8415,5.1218,0.3083,0.0601,L,0.4524
8.6047,1.0601,5.0654,0.8652,0.1692,8.6038,0.9408,5.1329,0.5871,0.1139,R,6.3598
8.8578,1.1047,5.0522,0.9190,0.1799,8.8430,1.0014,5.1015,0.7130,0.1389,L,0.6516
9.1101,1.1521,5.0380,0.9742,0.1910,9.1270,1.0430,5.1300,0.7618,0.1474,R,6.7480
9.3617,1.2022,5.0228,1.0308,0.2024,9.3666,1.0730,5.1112,0.7744,0.1504,L,0.6597
9.6125,1.2552,5.0066,1.0887,0.2141,9.6400,1.1532,5.1164,0.9318,0.1801,R,4.4020
9.8625,1.3112,4.9892,1.1479,0.2261,9.9078,1.2883,5.0742,1.2419,0.2400,L,2.6786
10.1117,1.3701,4.9707,1.2084,0.2385,10.1568,1.3972,4.9991,1.4595,0.2841,R,4.2314
10.3598,1.4321,4.9511,1.2701,0.2511,10.3849,1.4733,4.9521,1.5463,0.3027,L,0.9495
10.6069,1.4972,4.9301,1.3330,0.2641,10.6184,1.5839,4.8488,1.7507,0.3465,R,3.9069
10.8530,1.5655,4.9079,1.3970,0.2773,10.8526,1.5973,4.8652,1.6247,0.3223,L,2.1098
11.0979,1.6370,4.8844,1.4621,0.2909,11.1157,1.6495,4.8923,1.5962,0.3154,R,2.0553
11.3416,1.7118,4.8595,1.5283,0.3047,11.3970,1.6752,4.9475,1.4843,0.2915,L,2.2370
11.5840,1.7899,4.8331,1.5955,0.3189,11.6312,1.7408,4.9083,1.5240,0.3011,R,1.1529
11.8251,1.8714,4.8053,1.6637,0.3333,11.8660,1.7964,4.8931,1.5192,0.3010,L,0.5371
12.0647,1.9564,4.7760,1.7327,0.3480,12.1167,1.8883,4.8932,1.5964,0.3154,R,1.0860
12.3029,2.0448,4.7451,1.8027,0.3631,12.3659,1.9010,4.9209,1.4468,0.2859,L,1.0408
12.5394,2.1368,4.7126,1.8734,0.3784,12.6200,1.9554,4.9468,1.4120,0.2781,R,0.9370
12.7743,2.2323,4.6784,1.9448,0.3940,12.8191,2.1000,4.8438,1.6730,0.3326,L,3.2554
13.0075,2.3314,4.6426,2.0170,0.4099,13.0785,2.2018,4.8699,1.7335,0.3420,R,3.4840
13.2388,2.4341,4.6050,2.0898,0.4260,13.2804,2.3493,4.7636,1.9640,0.3911,L,2.3033
13.4682,2.5405,4.5656,2.1632,0.4425,13.4615,2.5237,4.5645,2.2875,0.4646,R,10.3800
13.6955,2.6505,4.5245,2.2370,0.4592,13.7106,2.6237,4.5676,2.3134,0.4688,L,0.8238
13.9208,2.7643,4.4815,2.3113,0.4762,13.9293,2.7468,4.5045,2.4157,0.4923,R,0.1818
14.1439,2.8818,4.4366,2.3860,0.4934,14.1559,2.8916,4.4459,2.5482,0.5205,L,0.3038
14.3646,3.0030,4.3897,2.4610,0.5110,14.4053,2.9876,4.5135,2.4823,0.5028,R,1.7615
14.5830,3.1280,4.3410,2.5362,0.5288,14.6199,3.0529,4.5141,2.4002,0.4887,L,2.5109
14.7989,3.2568,4.2902,2.6116,0.5468,14.8469,3.2006,4.4949,2.4956,0.5068,R,3.7685
15.0122,3.3893,4.2374,2.6870,0.5651,15.0486,3.3939,4.3747,2.7325,0.5583,L,0.9479
15.2228,3.5256,4.1826,2.7625,0.5837,15.2568,3.5665,4.2662,2.9065,0.5981,R,2.3259
15.4306,3.6657,4.1257,2.8379,0.6025,15.4671,3.7487,4.1781,3.0643,0.6328,L,0.5554
15.6355,3.8096,4.0668,2.9131,0.6216,15.6810,3.8812,4.1588,3.0800,0.6375,R,1.0393
15.8375,3.9572,4.0057,2.9882,0.6409,15.9050,4.0168,4.1518,3.0936,0.6404,L,0.3162
16.0363,4.1085,3.9425,3.0629,0.6605,16.0987,4.1908,4.0167,3.2489,0.6801,R,1.6860
16.2319,4.2636,3.8772,3.1372,0.6803,16.2949,4.3810,3.9239,3.3838,0.7116,L,0.3114
16.4242,4.4224,3.8097,3.2111,0.7003,16.5060,4.5409,3.9089,3.4145,0.7180,R,0.7448
16.6130,4.5849,3.7400,3.2844,0.7206,16.6864,4.7094,3.8270,3.4878,0.7391,L,0.4129
16.7983,4.7510,3.6682,3.3570,0.7411,16.8320,4.9291,3.5311,3.7550,0.8161,R,4.2608
16.9799,4.9208,3.5942,3.4290,0.7619,16.9953,5.1475,3.3855,3.9050,0.8565,L,0.2604
17.1579,5.0941,3.5180,3.5001,0.7828,17.1640,5.3294,3.2853,3.9739,0.8800,R,1.8203
17.3319,5.2709,3.4396,3.5703,0.8040,17.3272,5.5063,3.2060,4.0163,0.8971,L,0.3578
17.5019,5.4513,3.3591,3.6395,0.8254,17.4805,5.6927,3.0782,4.0907,0.9257,R,3.4156
17.6679,5.6351,3.2764,3.7076,0.8471,17.6841,5.8113,3.1439,3.9904,0.9035,L,2.9654
17.8297,5.8222,3.1915,3.7746,0.8689,17.8193,6.0272,2.9396,4.1346,0.9527,R,0.9600
17.9872,6.0127,3.1045,3.8403,0.8909,17.9997,6.2041,2.9253,4.1378,0.9554,L,1.0183
18.1402,6.2064,3.0154,3.9046,0.9132,18.1452,6.4190,2.8248,4.2162,0.9805,R,0.5222
18.2888,6.4033,2.9242,3.9675,0.9356,18.2680,6.6446,2.6776,4.3153,1.0154,L,0.1761
18.4328,6.6033,2.8309,4.0289,0.9583,18.3956,6.8669,2.5448,4.3971,1.0461,R,0.1227
18.5720,6.8064,2.7356,4.0887,0.9811,18.5516,7.0061,2.5565,4.3222,1.0367,L,3.5752
18.7064,7.0124,2.6383,4.1467,1.0042,18.7008,7.2137,2.5588,4.3302,1.0371,R,0.6492
18.8359,7.2212,2.5389,4.2030,1.0274,18.9088,7.3459,2.6851,4.2049,1.0025,L,5.1167
18.9604,7.4328,2.4377,4.2574,1.0508,18.9861,7.5712,2.4011,4.3458,1.0660,R,4.4532
19.0798,7.6471,2.3345,4.3098,1.0744,19.0789,7.8157,2.2331,4.4499,1.1057,L,0.4466
19.1939,7.8640,2.2295,4.3602,1.0981,19.1976,8.0295,2.1739,4.4756,1.1186,R,0.4400
19.3028,8.0833,2.1227,4.4084,1.1221,19.2793,8.2392,2.0329,4.5145,1.1477,L,1.7409
19.4062,8.3050,2.0141,4.4544,1.1462,19.3768,8.4559,1.9776,4.5322,1.1594,R,2.5170
19.5042,8.5289,1.9038,4.4982,1.1704,19.4770,8.6093,1.9342,4.4734,1.1627,L,5.7692
19.5966,8.7549,1.7919,4.5396,1.1948,19.5614,8.8301,1.7917,4.5215,1.1935,R,0.8003
19.6835,8.9830,1.6784,4.5785,1.2194,19.7332,8.9934,1.9013,4.4402,1.1662,L,5.0383
19.7645,9.2129,1.5634,4.6149,1.2442,19.7972,9.2271,1.6874,4.5205,1.2135,R,1.0123
19.8398,9.4446,1.4470,4.6487,1.2690,19.9356,9.4339,1.7160,4.5081,1.2071,L,2.7529
19.9093,9.6779,1.3292,4.6798,1.2941,19.9691,9.6719,1.4129,4.5994,1.2728,R,2.6840
19.9728,9.9128,1.2100,4.7083,1.3192,20.0612,9.8949,1.3526,4.6168,1.2858,L,0.5194
20.0303,10.1489,1.0897,4.7339,1.3445,20.1203,10.1419,1.2663,4.6598,1.3055,R,6.7888
20.0818,10.3863,0.9683,4.7567,1.3700,20.1711,10.3954,1.1275,4.7141,1.3360,L,0.3078
20.1271,10.6247,0.8457,4.7765,1.3956,20.1804,10.6390,0.8450,4.7661,1.3953,R,2.6420
20.1663,10.8640,0.7223,4.7934,1.4212,20.2421,10.8937,0.7558,4.8029,1.4147,L,1.5645
20.1993,11.1041,0.5979,4.8073,1.4471,20.2725,11.1462,0.6544,4.8317,1.4362,R,4.8056
20.2261,11.3449,0.4727,4.8181,1.4730,20.3074,11.3795,0.5461,4.8371,1.4584,L,0.0605
20.2466,11.5861,0.3469,4.8257,1.4990,20.2455,11.6330,0.0762,4.8624,1.5551,R,9.5907
20.2608,11.8275,0.2204,4.8303,1.5252,20.3185,11.8671,0.0746,4.8601,1.5555,L,5.0670
20.2687,12.0692,0.0935,4.8316,1.5514,20.3495,12.1023,0.1438,4.8551,1.5412,R,4.3367
20.2701,12.3108,-0.0339,4.8297,1.5778,20.3400,12.3736,-0.0125,4.8872,1.5734,L,0.8470
20.2652,12.5522,-0.1615,4.8245,1.6043,20.2866,12.6140,-0.3571,4.8667,1.6440,R,2.7611
20.2540,12.7933,-0.2894,4.8161,1.6308,20.3114,12.8518,-0.4084,4.8569,1.6547,L,1.9976
20.2363,13.0339,-0.4173,4.8043,1.6574,20.2986,13.0867,-0.5282,4.8370,1.6796,R,2.1362
20.2122,13.2738,-0.5453,4.7892,1.6842,20.2603,13.3036,-0.6830,4.7921,1.7124,L,1.1715
20.1818,13.5129,-0.6731,4.7707,1.7110,20.2222,13.5404,-0.7793,4.7753,1.7326,R,1.4051
20.1449,13.7509,-0.8008,4.7489,1.7378,20.2049,13.7915,-0.8634,4.7720,1.7498,L,1.2550
20.1017,13.9878,-0.9280,4.7237,1.7648,20.1471,14.0216,-1.0496,4.7279,1.7893,R,0.8005
20.0521,14.2233,-1.0549,4.6952,1.7918,20.0944,14.2693,-1.1793,4.7102,1.8161,L,0.2778
19.9962,14.4573,-1.1812,4.6633,1.8189,20.0225,14.4993,-1.3151,4.6712,1.8452,R,1.3912
19.9340,14.6897,-1.3069,4.6280,1.8460,19.9174,14.7443,-1.5165,4.6323,1.8872,L,1.0984
19.8655,14.9202,-1.4318,4.5894,1.8732,19.8506,14.9664,-1.5597,4.6047,1.8974,R,3.4381
19.7908,15.1486,-1.5558,4.5475,1.9004,19.8194,15.1894,-1.5868,4.5743,1.9047,L,2.2563
19.7099,15.3749,-1.6789,4.5023,1.9277,19.6826,15.3978,-2.0276,4.3949,2.0031,R,7.3315
19.6229,15.5989,-1.8008,4.4537,1.9550,19.6457,15.5962,-2.0570,4.3341,2.0139,L,4.1050
19.5298,15.8203,-1.9216,4.4019,1.9824,19.5508,15.8070,-2.1423,4.2821,2.0347,R,1.5895
19.4307,16.0390,-2.0411,4.3469,2.0098,19.4473,16.0168,-2.2665,4.2119,2.0645,L,0.0450
19.3257,16.2549,-2.1592,4.2887,2.0372,19.3456,16.2298,-2.2853,4.1965,2.0695,R,2.0659
19.2148,16.4679,-2.2759,4.2273,2.0647,19.2340,16.4103,-2.3974,4.0990,2.1000,L,1.0232
19.0981,16.6777,-2.3909,4.1628,2.0921,19.1131,16.6103,-2.5155,4.0234,2.1296,R,0.3228
18.9757,16.8841,-2.5042,4.0953,2.1196,18.9875,16.8139,-2.6240,3.9570,2.1563,L,0.0449
18.8477,17.0872,-2.6157,4.0248,2.1471,18.8299,17.0024,-2.9064,3.7672,2.2279,R,5.9542
18.7142,17.2866,-2.7253,3.9513,2.1746,18.6652,17.2215,-3.0567,3.6990,2.2614,L,1.5511
18.5752,17.4822,-2.8330,3.8749,2.2021,18.5623,17.4339,-2.9075,3.8017,2.2237,R,6.3552
18.4309,17.6740,-2.9386,3.7957,2.2296,18.3576,17.6157,-3.0936,3.6873,2.2689,L,3.7383
18.2814,17.8617,-3.0420,3.7137,2.2571,18.2196,17.8096,-3.0710,3.7000,2.2636,R,1.8149
18.1268,18.0453,-3.1432,3.6291,2.2846,18.0903,17.9994,-3.1082,3.6556,2.2754,L,0.8791
17.9671,18.2246,-3.2420,3.5418,2.3120,17.9110,18.1527,-3.2997,3.4730,2.3306,R,2.5107
17.8026,18.3994,-3.3385,3.4520,2.3395,17.7747,18.3039,-3.3447,3.3766,2.3514,L,1.2942
17.6334,18.5697,-3.4325,3.3597,2.3669,17.6377,18.4884,-3.3581,3.3529,2.3570,R,6.5167
17.4595,18.7353,-3.5239,3.2651,2.3943,17.4519,18.6635,-3.4578,3.2782,2.3829,L,0.3399
17.2810,18.8962,-3.6127,3.1682,2.4217,17.2675,18.8052,-3.5882,3.1229,2.4254,R,1.9819
17.0983,19.0521,-3.6988,3.0690,2.4490,17.1037,18.9453,-3.6456,3.0184,2.4500,L,0.4805
16.9113,19.2030,-3.7822,2.9678,2.4763,16.9360,19.1158,-3.6800,2.9837,2.4603,R,2.8833
16.7201,19.3488,-3.8628,2.8646,2.5035,16.7212,19.2292,-3.7986,2.8237,2.5024,L,2.8222
16.5251,19.4894,-3.9405,2.7594,2.5307,16.5322,19.3804,-3.8808,2.7259,2.5292,R,3.1849
16.3262,19.6246,-4.0153,2.6524,2.5578,16.3166,19.5331,-3.9746,2.6423,2.5549,L,0.7621
16.1237,19.7545,-4.0872,2.5436,2.5849,16.0913,19.6164,-4.1131,2.3998,2.6134,R,10.1116
15.9176,19.8789,-4.1560,2.4333,2.6119,15.8893,19.7564,-4.1728,2.3198,2.6342,L,0.7563
15.7082,19.9978,-4.2218,2.3214,2.6389,15.6983,19.8853,-4.1488,2.3363,2.6287,R,3.1966
15.4956,20.1110,-4.2846,2.2081,2.6657,15.4770,20.0325,-4.2149,2.2857,2.6447,L,1.3459
15.2799,20.2185,-4.3443,2.0935,2.6925,15.2696,20.1711,-4.2492,2.2492,2.6548,R,5.6114
15.0613,20.3203,-4.4008,1.9776,2.7193,15.0793,20.3066,-4.2651,2.2100,2.6635,L,1.7143
14.8400,20.4162,-4.4542,1.8607,2.7459,14.8494,20.3863,-4.3585,2.0172,2.7081,R,2.3059
14.6161,20.5063,-4.5044,1.7427,2.7724,14.6349,20.5058,-4.3979,1.9521,2.7239,L,0.6199
14.3897,20.5904,-4.5515,1.6239,2.7989,14.4019,20.5890,-4.4863,1.7626,2.7672,R,1.3632
14.1611,20.6686,-4.5954,1.5042,2.8253,14.1561,20.6617,-4.5553,1.6124,2.8014,L,0.8277
13.9304,20.7408,-4.6361,1.3839,2.8515,13.9226,20.7309,-4.6186,1.4325,2.8408,R,0.2946
13.6977,20.8070,-4.6736,1.2629,2.8777,13.6534,20.7899,-4.6993,1.2659,2.8785,L,2.0364
13.4632,20.8671,-4.7079,1.1415,2.9037,13.4097,20.8179,-4.7684,0.9739,2.9401,R,1.8273
13.2271,20.9211,-4.7390,1.0197,2.9296,13.1603,20.8579,-4.8083,0.8026,2.9762,L,0.1919
12.9895,20.9690,-4.7670,0.8977,2.9555,12.9314,20.9177,-4.8154,0.7268,2.9918,R,1.9045
12.7506,21.0108,-4.7919,0.7755,2.9812,12.7194,20.9661,-4.8077,0.6172,3.0139,L,1.6965
12.5106,21.0465,-4.8136,0.6532,3.0067,12.4726,21.0056,-4.8324,0.4961,3.0393,R,2.6712
12.2695,21.0761,-4.8322,0.5309,3.0322,12.2245,21.0428,-4.8553,0.3794,3.0636,L,0.2686
12.0276,21.0996,-4.8477,0.4088,3.0575,11.9876,21.0626,-4.8613,0.2319,3.0939,R,0.8606
11.7850,21.1170,-4.8602,0.2869,3.0826,11.7394,21.0340,-4.8612,0.0105,3.1394,L,1.7052
11.5418,21.1283,-4.8697,0.1653,3.1077,11.4943,21.0208,-4.8573,-0.1502,3.1725,R,1.0427
11.2982,21.1335,-4.8762,0.0441,3.1325,11.2694,21.0172,-4.8347,-0.2823,-3.0833,L,0.5987
11.0544,21.1327,-4.8798,-0.0766,-3.1259,11.0184,20.9781,-4.8252,-0.4678,-3.0449,R,4.0852
10.8105,21.1259,-4.8805,-0.1966,-3.1013,10.7985,20.9425,-4.7825,-0.6325,-3.0101,L,0.4758
10.5666,21.1131,-4.8784,-0.3160,-3.0769,10.5475,20.9470,-4.7919,-0.5806,-3.0210,R,5.7570
10.3229,21.0943,-4.8735,-0.4347,-3.0526,10.2757,20.9759,-4.8348,-0.5797,-3.0223,L,3.5062
10.0795,21.0697,-4.8658,-0.5525,-3.0285,10.0359,20.9572,-4.8232,-0.6705,-3.0035,R,0.9833
9.8366,21.0391,-4.8555,-0.6693,-3.0046,9.8294,20.9240,-4.7698,-0.7799,-2.9795,L,1.6365
9.5942,21.0028,-4.8426,-0.7852,-2.9808,9.5871,20.9205,-4.7747,-0.7128,-2.9934,R,1.6721
9.3526,20.9607,-4.8271,-0.9000,-2.9573,9.3841,20.8734,-4.7175,-0.8265,-2.9682,L,1.3110
9.1118,20.9128,-4.8092,-1.0136,-2.9339,9.1568,20.8317,-4.6896,-0.9481,-2.9421,R,1.6227
8.8719,20.8594,-4.7888,-1.1260,-2.9106,8.8806,20.7989,-4.7238,-1.0091,-2.9311,L,1.7729
8.6331,20.8003,-4.7661,-1.2372,-2.8876,8.6604,20.7181,-4.6670,-1.2002,-2.8899,R,4.7463
8.3956,20.7358,-4.7411,-1.3470,-2.8648,8.3970,20.6325,-4.6621,-1.3484,-2.8600,L,2.7236
8.1593,20.6657,-4.7139,-1.4554,-2.8421,8.1683,20.5506,-4.6130,-1.5130,-2.8247,R,0.2117
7.9244,20.5903,-4.6845,-1.5624,-2.8197,7.9297,20.4706,-4.5845,-1.6272,-2.8005,L,0.1231
7.6911,20.5096,-4.6531,-1.6678,-2.7974,7.7139,20.3822,-4.5091,-1.8176,-2.7584,R,3.5634
7.4594,20.4237,-4.6198,-1.7717,-2.7754,7.4244,20.3228,-4.5626,-1.8594,-2.7546,L,3.6770
7.2294,20.3326,-4.5845,-1.8740,-2.7536,7.1955,20.2250,-4.5184,-1.9673,-2.7309,R,0.2294
7.0012,20.2364,-4.5474,-1.9746,-2.7319,6.9368,20.1435,-4.5254,-2.0322,-2.7195,L,0.9563
6.7749,20.1352,-4.5085,-2.0736,-2.7105,6.7124,20.0512,-4.4891,-2.0984,-2.7043,R,0.3791
6.5506,20.0292,-4.4680,-2.1708,-2.6893,6.4652,19.9622,-4.4843,-2.1580,-2.6931,L,0.4982
6.3283,19.9183,-4.4260,-2.2663,-2.6684,6.2484,19.8674,-4.4352,-2.2380,-2.6743,R,2.6880
6.1082,19.8027,-4.3824,-2.3599,-2.6476,5.9891,19.7765,-4.4535,-2.2774,-2.6689,L,1.1353
5.8903,19.6824,-4.3374,-2.4518,-2.6271,5.7722,19.6258,-4.3416,-2.5179,-2.6160,R,2.2317
5.6747,19.5577,-4.2911,-2.5418,-2.6068,5.5811,19.5041,-4.2497,-2.6195,-2.5892,L,0.9014
5.4615,19.4284,-4.2436,-2.6299,-2.5868,5.3827,19.3532,-4.1458,-2.7726,-2.5521,R,1.6561
5.2506,19.2948,-4.1949,-2.7162,-2.5670,5.1628,19.2531,-4.1282,-2.7990,-2.5458,L,1.8846
5.0422,19.1570,-4.1451,-2.8006,-2.5474,4.9618,19.1432,-4.1086,-2.7807,-2.5466,R,4.5327
4.8363,19.0150,-4.0943,-2.8830,-2.5281,4.7892,18.9908,-3.9910,-2.9027,-2.5128,L,0.6138
4.6330,18.8689,-4.0426,-2.9636,-2.5090,4.5862,18.8397,-3.9114,-3.0310,-2.4823,R,1.4574
4.4322,18.7188,-3.9901,-3.0422,-2.4902,4.4012,18.7074,-3.8431,-3.0891,-2.4645,L,1.0587
4.2342,18.5648,-3.9369,-3.1189,-2.4716,4.2095,18.5675,-3.8183,-3.0926,-2.4608,R,1.4199
4.0388,18.4071,-3.8829,-3.1936,-2.4533,4.0733,18.4083,-3.6641,-3.2003,-2.4236,L,2.2642
3.8461,18.2457,-3.8284,-3.2664,-2.4352,3.9022,18.2319,-3.4904,-3.4205,-2.3663,R,6.7934
3.6561,18.0807,-3.7734,-3.3373,-2.4174,3.6574,18.0942,-3.5558,-3.4226,-2.3753,L,2.7383
3.4689,17.9122,-3.7179,-3.4063,-2.3999,3.4834,17.9448,-3.5323,-3.4057,-2.3744,R,3.4509
3.2845,17.7402,-3.6622,-3.4733,-2.3827,3.2644,17.7807,-3.5446,-3.4439,-2.3706,L,1.1684
3.1029,17.5650,-3.6061,-3.5384,-2.3657,3.0955,17.5946,-3.4024,-3.6074,-2.3270,R,2.4596
2.9241,17.3866,-3.5498,-3.6017,-2.3489,2.9067,17.4782,-3.4146,-3.5675,-2.3343,L,6.0639
2.7480,17.2051,-3.4934,-3.6630,-2.3325,2.7774,17.2577,-3.1624,-3.8062,-2.2641,R,3.0427
2.5749,17.0205,-3.4370,-3.7225,-2.3163,2.6031,17.0731,-3.1037,-3.8688,-2.2469,L,0.1587
2.4045,16.8330,-3.3806,-3.7801,-2.3005,2.4302,16.9080,-3.1341,-3.8125,-2.2589,R,2.2024
2.2369,16.6427,-3.3243,-3.8360,-2.2849,2.2625,16.7363,-3.0961,-3.8402,-2.2493,L,0.5148
2.0722,16.4497,-3.2681,-3.8900,-2.2695,2.0848,16.5434,-3.1073,-3.8406,-2.2510,R,4.9860
1.9103,16.2540,-3.2122,-3.9422,-2.2545,1.9351,16.3142,-2.9990,-3.9533,-2.2198,L,2.3578
1.7511,16.0557,-3.1566,-3.9926,-2.2398,1.7678,16.1393,-3.0241,-3.9170,-2.2283,R,0.8954
1.5947,15.8549,-3.1013,-4.0413,-2.2253,1.5620,15.9754,-3.1039,-3.8800,-2.2455,L,1.5663
1.4411,15.6517,-3.0464,-4.0883,-2.2112,1.4493,15.7403,-2.8594,-4.0835,-2.1817,R,2.4441
1.2902,15.4463,-2.9921,-4.1336,-2.1973,1.2798,15.5259,-2.8335,-4.1360,-2.1714,L,0.9935
1.1420,15.2386,-2.9383,-4.1773,-2.1838,1.1220,15.3334,-2.8215,-4.1430,-2.1687,R,0.8846
0.9965,15.0288,-2.8850,-4.2193,-2.1705,0.9157,15.1220,-2.8917,-4.1576,-2.1785,L,2.8319
0.8536,14.8169,-2.8325,-4.2598,-2.1576,0.7597,14.9403,-2.9218,-4.1101,-2.1888,R,1.9363
0.7133,14.6030,-2.7806,-4.2986,-2.1450,0.6512,14.7234,-2.7864,-4.1815,-2.1586,L,0.4925
0.5756,14.3872,-2.7295,-4.3360,-2.1326,0.5502,14.4799,-2.5618,-4.3397,-2.1041,R,2.0715
0.4405,14.1696,-2.6792,-4.3718,-2.1206,0.3786,14.2618,-2.5844,-4.3641,-2.1055,L,1.1058
0.3078,13.9502,-2.6298,-4.4062,-2.1089,0.2771,14.0097,-2.3313,-4.5412,-2.0451,R,3.5367
0.1775,13.7292,-2.5813,-4.4391,-2.0975,0.2532,13.7545,-2.0024,-4.6530,-1.9772,L,3.0049
0.0497,13.5065,-2.5338,-4.4706,-2.0864,0.1625,13.5130,-1.8248,-4.7429,-1.9381,R,0.9705
-0.0758,13.2823,-2.4873,-4.5008,-2.0757,-0.0068,13.2882,-1.9098,-4.7513,-1.9530,L,2.1596
-0.1990,13.0566,-2.4418,-4.5296,-2.0652,-0.1268,13.0692,-1.9257,-4.7286,-1.9575,R,1.0845
-0.3199,12.8295,-2.3974,-4.5570,-2.0551,-0.1400,12.8347,-1.6239,-4.7904,-1.8976,L,2.6222
-0.4387,12.6011,-2.3541,-4.5833,-2.0453,-0.2670,12.6102,-1.7084,-4.7498,-1.9161,R,3.9343
-0.5553,12.3714,-2.3120,-4.6082,-2.0358,-0.3912,12.3763,-1.7271,-4.7620,-1.9187,L,0.4847
-0.6698,12.1404,-2.2711,-4.6320,-2.0267,-0.5295,12.1677,-1.8413,-4.7061,-1.9437,R,3.7283
-0.7823,11.9083,-2.2314,-4.6546,-2.0178,-0.6115,11.9454,-1.7628,-4.7192,-1.9283,L,0.4877
-0.8929,11.6751,-2.1930,-4.6760,-2.0093,-0.7479,11.7190,-1.8549,-4.6934,-1.9472,R,2.5960
-1.0016,11.4409,-2.1559,-4.6963,-2.0012,-0.9442,11.4842,-2.0734,-4.6568,-1.9897,L,3.6971
-1.1085,11.2057,-2.1202,-4.7155,-1.9933,-1.0641,11.2565,-2.1492,-4.6106,-2.0070,R,2.2701
-1.2136,10.9695,-2.0858,-4.7336,-1.9858,-1.2394,11.0352,-2.3028,-4.5656,-2.0379,L,1.5198
-1.3171,10.7324,-2.0527,-4.7508,-1.9787,-1.3038,10.7858,-2.0632,-4.6908,-1.9852,R,2.2150
-1.4189,10.4945,-2.0211,-4.7669,-1.9718,-1.4287,10.5359,-2.0748,-4.7141,-1.9854,L,0.9540
-1.5192,10.2559,-1.9909,-4.7820,-1.9653,-1.5038,10.2737,-1.8892,-4.8160,-1.9446,R,2.0346
-1.6180,10.0165,-1.9622,-4.7962,-1.9591,-1.6072,10.0607,-1.8791,-4.7988,-1.9440,L,1.6170
-1.7154,9.7764,-1.9350,-4.8094,-1.9533,-1.6986,9.8286,-1.8477,-4.7995,-1.9383,R,0.3855
-1.8115,9.5356,-1.9092,-4.8217,-1.9478,-1.7766,9.6043,-1.7797,-4.8023,-1.9257,L,0.7124
-1.9063,9.2943,-1.8850,-4.8332,-1.9427,-1.8772,9.3552,-1.7075,-4.8555,-1.9089,R,2.5969
-2.0000,9.0524,-1.8623,-4.8437,-1.9379,-1.9501,9.0667,-1.6015,-4.9298,-1.8849,L,4.5186
-2.0926,8.8100,-1.8412,-4.8535,-1.9334,-2.0425,8.8409,-1.6371,-4.8951,-1.8935,R,1.6410
-2.1841,8.5672,-1.8216,-4.8624,-1.9293,-2.1370,8.5896,-1.6223,-4.9141,-1.8897,L,0.2138
-2.2747,8.3239,-1.8037,-4.8705,-1.9255,-2.2615,8.3399,-1.6904,-4.9189,-1.9018,R,2.9379
-2.3645,8.0802,-1.7873,-4.8778,-1.9220,-2.3122,8.1008,-1.5730,-4.9336,-1.8794,L,0.6629
-2.4535,7.8362,-1.7725,-4.8843,-1.9189,-2.3834,7.8820,-1.5476,-4.9069,-1.8763,R,5.3320
-2.5418,7.5918,-1.7593,-4.8901,-1.9162,-2.4946,7.6331,-1.5944,-4.9138,-1.8846,L,0.6673
-2.6294,7.3472,-1.7478,-4.8951,-1.9137,-2.6643,7.4013,-1.8856,-4.8281,-1.9431,R,5.1541
-2.7166,7.1024,-1.7379,-4.8993,-1.9117,-2.7678,7.1477,-1.9023,-4.8396,-1.9453,L,0.4132
-2.8033,6.8573,-1.7296,-4.9029,-1.9099,-2.8259,6.9088,-1.7489,-4.8823,-1.9148,R,1.8443
-2.8896,6.6121,-1.7230,-4.9057,-1.9086,-2.8762,6.6917,-1.6579,-4.8664,-1.8991,L,2.5622
-2.9756,6.3668,-1.7180,-4.9077,-1.9075,-2.9510,6.4628,-1.7145,-4.8157,-1.9128,R,4.0947
-3.0614,6.1214,-1.7146,-4.9091,-1.9068,-3.0079,6.2230,-1.6443,-4.8233,-1.8993,L,0.6339
-3.1471,5.8759,-1.7130,-4.9098,-1.9065,-3.1198,5.9784,-1.6735,-4.8374,-1.9039,R,3.0496
-3.2327,5.6304,-1.7129,-4.9097,-1.9065,-3.1976,5.7087,-1.6398,-4.8748,-1.8953,L,1.6466
-3.3184,5.3850,-1.7146,-4.9089,-1.9068,-3.3063,5.4630,-1.7676,-4.8392,-1.9210,R,1.8726
-3.4042,5.1395,-1.7179,-4.9074,-1.9075,-3.4012,5.2055,-1.7808,-4.8549,-1.9224,L,0.5648
-3.4903,4.8942,-1.7228,-4.9052,-1.9086,-3.4656,4.9575,-1.6709,-4.8903,-1.9000,R,0.4598
-3.5766,4.6490,-1.7294,-4.9023,-1.9099,-3.5739,4.6874,-1.7059,-4.9204,-1.9045,L,2.1844
-3.6633,4.4040,-1.7376,-4.8987,-1.9117,-3.6812,4.4378,-1.8304,-4.8863,-1.9292,R,1.9922
